Duplication	Prot-emptyme	Plate_1536	Col_1536	Row_1536	numbloc
WGD	YML075C	4	25	14	160
WGD	YLR270W	4	25	15	161
WGD	YOR173W	4	25	16	161
SSD	YDR391C	4	25	17	162
SSD	YOR012W	4	25	18	162
WGD	YBL039C	4	25	19	163
WGD	YJR103W	4	25	20	163
WGD	YDR358W	4	25	21	164
WGD	YHR108W	4	25	22	164
SSD	YFL011W	4	25	23	165
SSD	YMR011W	4	25	24	165
SSD	YOL082W	4	25	25	166
SSD	YOL083W	4	25	26	166
SSD	YJL219W	4	25	27	167
SSD	YOL156W	4	25	28	167
SSD	YEL066W	4	25	29	168
SSD	YPR193C	4	25	30	168
empty	empty	4	25	31	NA
empty	empty	4	25	32	NA
empty	empty	4	26	1	NA
empty	empty	4	26	2	NA
WGD	YDR385W	4	26	3	155
WGD	YOR133W	4	26	4	155
SSD	YKL188C	4	26	5	156
SSD	YPL147W	4	26	6	156
SSD	YCR106W	4	26	7	157
SSD	YLL054C	4	26	8	157
SSD	YOR390W	4	26	9	158
SSD	YPL279C	4	26	10	158
WGD	YGR004W	4	26	11	159
WGD	YLR324W	4	26	12	159
WGD	YLR450W	4	26	13	160
WGD	YML075C	4	26	14	160
WGD	YLR270W	4	26	15	161
WGD	YOR173W	4	26	16	161
SSD	YDR391C	4	26	17	162
SSD	YOR012W	4	26	18	162
WGD	YBL039C	4	26	19	163
WGD	YJR103W	4	26	20	163
WGD	YDR358W	4	26	21	164
WGD	YHR108W	4	26	22	164
SSD	YFL011W	4	26	23	165
SSD	YMR011W	4	26	24	165
SSD	YOL082W	4	26	25	166
SSD	YOL083W	4	26	26	166
SSD	YJL219W	4	26	27	167
SSD	YOL156W	4	26	28	167
SSD	YEL066W	4	26	29	168
SSD	YPR193C	4	26	30	168
empty	empty	4	26	31	NA
empty	empty	4	26	32	NA
empty	empty	4	27	1	NA
empty	empty	4	27	2	NA
WGD	YHL033C	4	27	3	169
WGD	YLL045C	4	27	4	169
WGD	YDR273W	4	27	5	170
WGD	YOR042W	4	27	6	170
SSD	YJL219W	4	27	7	171
SSD	YOL156W	4	27	8	171
WGD	YDR385W	4	27	9	172
WGD	YOR133W	4	27	10	172
WGD	YFL048C	4	27	11	173
WGD	YLR080W	4	27	12	173
WGD	YOR204W	4	27	13	174
WGD	YPL119C	4	27	14	174
WGD	YER131W	4	27	15	175
WGD	YGL189C	4	27	16	175
SSD	YJL212C	4	27	17	176
SSD	YPR194C	4	27	18	176
SSD	YJL219W	4	27	19	177
SSD	YOL156W	4	27	20	177
SSD	YER187W	4	27	21	178
SSD	YGL262W	4	27	22	178
SSD	YAR071W	4	27	23	179
SSD	YHR215W	4	27	24	179
SSD	YEL007W	4	27	25	180
SSD	YHR177W	4	27	26	180
SSD	YCR018C	4	27	27	181
SSD	YPL021W	4	27	28	181
SSD	YIL169C	4	27	29	182
SSD	YOL155C	4	27	30	182
empty	empty	4	27	31	NA
empty	empty	4	27	32	NA
empty	empty	4	28	1	NA
empty	empty	4	28	2	NA
WGD	YHL033C	4	28	3	169
WGD	YLL045C	4	28	4	169
WGD	YDR273W	4	28	5	170
WGD	YOR042W	4	28	6	170
SSD	YJL219W	4	28	7	171
SSD	YOL156W	4	28	8	171
WGD	YDR385W	4	28	9	172
WGD	YOR133W	4	28	10	172
WGD	YFL048C	4	28	11	173
WGD	YLR080W	4	28	12	173
WGD	YOR204W	4	28	13	174
WGD	YPL119C	4	28	14	174
WGD	YER131W	4	28	15	175
WGD	YGL189C	4	28	16	175
SSD	YJL212C	4	28	17	176
SSD	YPR194C	4	28	18	176
SSD	YJL219W	4	28	19	177
SSD	YOL156W	4	28	20	177
SSD	YER187W	4	28	21	178
SSD	YGL262W	4	28	22	178
SSD	YAR071W	4	28	23	179
SSD	YHR215W	4	28	24	179
SSD	YEL007W	4	28	25	180
SSD	YHR177W	4	28	26	180
SSD	YCR018C	4	28	27	181
SSD	YPL021W	4	28	28	181
SSD	YIL169C	4	28	29	182
SSD	YOL155C	4	28	30	182
empty	empty	4	28	31	NA
empty	empty	4	28	32	NA
empty	empty	4	29	1	NA
empty	empty	4	29	2	NA
SSD	YAR071W	4	29	3	183
SSD	YHR215W	4	29	4	183
SSD	YIR031C	4	29	5	184
SSD	YNL117W	4	29	6	184
WGD	YNL104C	4	29	7	185
WGD	YOR108W	4	29	8	185
SSD	YGL258W	4	29	9	186
SSD	YOR387C	4	29	10	186
WGD	YER081W	4	29	11	187
WGD	YIL074C	4	29	12	187
SSD	YOR390W	4	29	13	188
SSD	YPL279C	4	29	14	188
SSD	YCR106W	4	29	15	189
SSD	YLL054C	4	29	16	189
SSD	YDR461W	4	29	17	190
SSD	YNL145W	4	29	18	190
SSD	YCR018C	4	29	19	191
SSD	YPL021W	4	29	20	191
SSD	YFL011W	4	29	21	192
SSD	YMR011W	4	29	22	192
WGD	YJL099W	4	29	23	193
WGD	YKR027W	4	29	24	193
SSD	YOR390W	4	29	25	194
SSD	YPL279C	4	29	26	194
SSD	YDR276C	4	29	27	195
SSD	YDL123W	4	29	28	195
SSD	YKL188C	4	29	29	196
SSD	YPL147W	4	29	30	196
empty	empty	4	29	31	NA
empty	empty	4	29	32	NA
empty	empty	4	30	1	NA
empty	empty	4	30	2	NA
SSD	YAR071W	4	30	3	183
SSD	YHR215W	4	30	4	183
SSD	YIR031C	4	30	5	184
SSD	YNL117W	4	30	6	184
WGD	YNL104C	4	30	7	185
WGD	YOR108W	4	30	8	185
SSD	YGL258W	4	30	9	186
SSD	YOR387C	4	30	10	186
WGD	YER081W	4	30	11	187
WGD	YIL074C	4	30	12	187
SSD	YOR390W	4	30	13	188
SSD	YPL279C	4	30	14	188
SSD	YCR106W	4	30	15	189
SSD	YLL054C	4	30	16	189
SSD	YDR461W	4	30	17	190
SSD	YNL145W	4	30	18	190
SSD	YCR018C	4	30	19	191
SSD	YPL021W	4	30	20	191
SSD	YFL011W	4	30	21	192
SSD	YMR011W	4	30	22	192
WGD	YJL099W	4	30	23	193
WGD	YKR027W	4	30	24	193
SSD	YOR390W	4	30	25	194
SSD	YPL279C	4	30	26	194
SSD	YDR276C	4	30	27	195
SSD	YDL123W	4	30	28	195
SSD	YKL188C	4	30	29	196
SSD	YPL147W	4	30	30	196
empty	empty	4	30	31	NA
empty	empty	4	30	32	NA
empty	empty	4	31	1	NA
empty	empty	4	31	2	NA
SSD	YMR253C	4	31	3	197
SSD	YPL264C	4	31	4	197
SSD	YEL073C	4	31	5	198
SSD	YJR108W	4	31	6	198
WGD	YBR189W	4	31	7	199
WGD	YPL081W	4	31	8	199
SSD	YGL008C	4	31	9	200
SSD	YPL036W	4	31	10	200
WGD	YOR204W	4	31	11	201
WGD	YPL119C	4	31	12	201
WGD	YDR385W	4	31	13	202
WGD	YOR133W	4	31	14	202
SSD	YCR105W	4	31	15	203
SSD	YMR318C	4	31	16	203
WGD	YDL022W	4	31	17	204
WGD	YOL059W	4	31	18	204
SSD	YDR461W	4	31	19	205
SSD	YNL145W	4	31	20	205
SSD	YCR105W	4	31	21	206
SSD	YMR318C	4	31	22	206
WGD	YFL048C	4	31	23	207
WGD	YLR080W	4	31	24	207
WGD	YBL039C	4	31	25	208
WGD	YJR103W	4	31	26	208
SSD	YEL066W	4	31	27	209
SSD	YPR193C	4	31	28	209
SSD	YFL011W	4	31	29	210
SSD	YMR011W	4	31	30	210
empty	empty	4	31	31	NA
empty	empty	4	31	32	NA
empty	empty	4	32	1	NA
empty	empty	4	32	2	NA
SSD	YMR253C	4	32	3	197
SSD	YPL264C	4	32	4	197
SSD	YEL073C	4	32	5	198
SSD	YJR108W	4	32	6	198
WGD	YBR189W	4	32	7	199
WGD	YPL081W	4	32	8	199
SSD	YGL008C	4	32	9	200
SSD	YPL036W	4	32	10	200
WGD	YOR204W	4	32	11	201
WGD	YPL119C	4	32	12	201
WGD	YDR385W	4	32	13	202
WGD	YOR133W	4	32	14	202
SSD	YCR105W	4	32	15	203
SSD	YMR318C	4	32	16	203
WGD	YDL022W	4	32	17	204
WGD	YOL059W	4	32	18	204
SSD	YDR461W	4	32	19	205
SSD	YNL145W	4	32	20	205
SSD	YCR105W	4	32	21	206
SSD	YMR318C	4	32	22	206
WGD	YFL048C	4	32	23	207
WGD	YLR080W	4	32	24	207
WGD	YBL039C	4	32	25	208
WGD	YJR103W	4	32	26	208
SSD	YEL066W	4	32	27	209
SSD	YPR193C	4	32	28	209
SSD	YFL011W	4	32	29	210
SSD	YMR011W	4	32	30	210
empty	empty	4	32	31	NA
empty	empty	4	32	32	NA
empty	empty	4	33	1	NA
empty	empty	4	33	2	NA
SSD	YDR276C	4	33	3	211
SSD	YDL123W	4	33	4	211
SSD	YIR031C	4	33	5	212
SSD	YNL117W	4	33	6	212
SSD	YCR106W	4	33	7	213
SSD	YLL054C	4	33	8	213
SSD	YDR391C	4	33	9	214
SSD	YOR012W	4	33	10	214
SSD	YGL008C	4	33	11	215
SSD	YPL036W	4	33	12	215
WGD	YBR089C-A	4	33	13	216
WGD	YPR052C	4	33	14	216
WGD	YDR093W	4	33	15	217
WGD	YER166W	4	33	16	217
WGD	YGR136W	4	33	17	218
WGD	YPR154W	4	33	18	218
SSD	YLR144C	4	33	19	219
SSD	YNR067C	4	33	20	219
SSD	YER187W	4	33	21	220
SSD	YGL262W	4	33	22	220
SSD	YIL014C-A	4	33	23	221
SSD	YIL102C	4	33	24	221
WGD	YGR214W	4	33	25	222
WGD	YLR048W	4	33	26	222
WGD	YBR089C-A	4	33	27	223
WGD	YPR052C	4	33	28	223
SSD	YGL255W	4	33	29	224
SSD	YLR130C	4	33	30	224
empty	empty	4	33	31	NA
empty	empty	4	33	32	NA
empty	empty	4	34	1	NA
empty	empty	4	34	2	NA
SSD	YDR276C	4	34	3	211
SSD	YDL123W	4	34	4	211
SSD	YIR031C	4	34	5	212
SSD	YNL117W	4	34	6	212
SSD	YCR106W	4	34	7	213
SSD	YLL054C	4	34	8	213
SSD	YDR391C	4	34	9	214
SSD	YOR012W	4	34	10	214
SSD	YGL008C	4	34	11	215
SSD	YPL036W	4	34	12	215
WGD	YBR089C-A	4	34	13	216
WGD	YPR052C	4	34	14	216
WGD	YDR093W	4	34	15	217
WGD	YER166W	4	34	16	217
WGD	YGR136W	4	34	17	218
WGD	YPR154W	4	34	18	218
SSD	YLR144C	4	34	19	219
SSD	YNR067C	4	34	20	219
SSD	YER187W	4	34	21	220
SSD	YGL262W	4	34	22	220
SSD	YIL014C-A	4	34	23	221
SSD	YIL102C	4	34	24	221
WGD	YGR214W	4	34	25	222
WGD	YLR048W	4	34	26	222
WGD	YBR089C-A	4	34	27	223
WGD	YPR052C	4	34	28	223
SSD	YGL255W	4	34	29	224
SSD	YLR130C	4	34	30	224
empty	empty	4	34	31	NA
empty	empty	4	34	32	NA
empty	empty	4	35	1	NA
empty	empty	4	35	2	NA
SSD	YAR066W	4	35	3	225
SSD	YHR214W	4	35	4	225
SSD	YIL014C-A	4	35	5	226
SSD	YIL102C	4	35	6	226
WGD	YDR273W	4	35	7	227
WGD	YOR042W	4	35	8	227
SSD	YEL066W	4	35	9	228
SSD	YPR193C	4	35	10	228
SSD	YEL007W	4	35	11	229
SSD	YHR177W	4	35	12	229
SSD	YIL169C	4	35	13	230
SSD	YOL155C	4	35	14	230
WGD	YDL181W	4	35	15	231
WGD	YDL130W-A	4	35	16	231
SSD	YDR276C	4	35	17	232
SSD	YDL123W	4	35	18	232
SSD	YGL258W	4	35	19	233
SSD	YOR387C	4	35	20	233
WGD	YDR385W	4	35	21	234
WGD	YOR133W	4	35	22	234
SSD	YOL082W	4	35	23	235
SSD	YOL083W	4	35	24	235
SSD	YEL073C	4	35	25	236
SSD	YJR108W	4	35	26	236
WGD	YGR136W	4	35	27	237
WGD	YPR154W	4	35	28	237
WGD	YER131W	4	35	29	238
WGD	YGL189C	4	35	30	238
empty	empty	4	35	31	NA
empty	empty	4	35	32	NA
empty	empty	4	36	1	NA
empty	empty	4	36	2	NA
SSD	YAR066W	4	36	3	225
SSD	YHR214W	4	36	4	225
SSD	YIL014C-A	4	36	5	226
SSD	YIL102C	4	36	6	226
WGD	YDR273W	4	36	7	227
WGD	YOR042W	4	36	8	227
SSD	YEL066W	4	36	9	228
SSD	YPR193C	4	36	10	228
SSD	YEL007W	4	36	11	229
SSD	YHR177W	4	36	12	229
SSD	YIL169C	4	36	13	230
SSD	YOL155C	4	36	14	230
WGD	YDL181W	4	36	15	231
WGD	YDL130W-A	4	36	16	231
SSD	YDR276C	4	36	17	232
SSD	YDL123W	4	36	18	232
SSD	YGL258W	4	36	19	233
SSD	YOR387C	4	36	20	233
WGD	YDR385W	4	36	21	234
WGD	YOR133W	4	36	22	234
SSD	YOL082W	4	36	23	235
SSD	YOL083W	4	36	24	235
SSD	YEL073C	4	36	25	236
SSD	YJR108W	4	36	26	236
WGD	YGR136W	4	36	27	237
WGD	YPR154W	4	36	28	237
WGD	YER131W	4	36	29	238
WGD	YGL189C	4	36	30	238
empty	empty	4	36	31	NA
empty	empty	4	36	32	NA
empty	empty	4	37	1	NA
empty	empty	4	37	2	NA
SSD	YAR066W	4	37	3	239
SSD	YHR214W	4	37	4	239
WGD	YBL039C	4	37	5	240
WGD	YJR103W	4	37	6	240
WGD	YDR273W	4	37	7	241
WGD	YOR042W	4	37	8	241
SSD	YEL073C	4	37	9	242
SSD	YJR108W	4	37	10	242
WGD	YDR093W	4	37	11	243
WGD	YER166W	4	37	12	243
SSD	YAR066W	4	37	13	244
SSD	YHR214W	4	37	14	244
WGD	YER081W	4	37	15	245
WGD	YIL074C	4	37	16	245
WGD	YHL033C	4	37	17	246
WGD	YLL045C	4	37	18	246
WGD	YDL181W	4	37	19	247
WGD	YDL130W-A	4	37	20	247
WGD	YER081W	4	37	21	248
WGD	YIL074C	4	37	22	248
SSD	YEL007W	4	37	23	249
SSD	YHR177W	4	37	24	249
SSD	YCR106W	4	37	25	250
SSD	YLL054C	4	37	26	250
SSD	YJL212C	4	37	27	251
SSD	YPR194C	4	37	28	251
SSD	YNL018C	4	37	29	252
SSD	YNL034W	4	37	30	252
empty	empty	4	37	31	NA
empty	empty	4	37	32	NA
empty	empty	4	38	1	NA
empty	empty	4	38	2	NA
SSD	YAR066W	4	38	3	239
SSD	YHR214W	4	38	4	239
WGD	YBL039C	4	38	5	240
WGD	YJR103W	4	38	6	240
WGD	YDR273W	4	38	7	241
WGD	YOR042W	4	38	8	241
SSD	YEL073C	4	38	9	242
SSD	YJR108W	4	38	10	242
WGD	YDR093W	4	38	11	243
WGD	YER166W	4	38	12	243
SSD	YAR066W	4	38	13	244
SSD	YHR214W	4	38	14	244
WGD	YER081W	4	38	15	245
WGD	YIL074C	4	38	16	245
WGD	YHL033C	4	38	17	246
WGD	YLL045C	4	38	18	246
WGD	YDL181W	4	38	19	247
WGD	YDL130W-A	4	38	20	247
WGD	YER081W	4	38	21	248
WGD	YIL074C	4	38	22	248
SSD	YEL007W	4	38	23	249
SSD	YHR177W	4	38	24	249
SSD	YCR106W	4	38	25	250
SSD	YLL054C	4	38	26	250
SSD	YJL212C	4	38	27	251
SSD	YPR194C	4	38	28	251
SSD	YNL018C	4	38	29	252
SSD	YNL034W	4	38	30	252
empty	empty	4	38	31	NA
empty	empty	4	38	32	NA
empty	empty	4	39	1	NA
empty	empty	4	39	2	NA
WGD	YGR136W	4	39	3	253
WGD	YPR154W	4	39	4	253
WGD	YBL075C	4	39	5	254
WGD	YER103W	4	39	6	254
WGD	YOR016C	4	39	7	255
WGD	YAL007C	4	39	8	255
WGD	YGR136W	4	39	9	256
WGD	YPR154W	4	39	10	256
SSD	YKL188C	4	39	11	257
SSD	YPL147W	4	39	12	257
WGD	YDR093W	4	39	13	258
WGD	YER166W	4	39	14	258
SSD	YNL018C	4	39	15	259
SSD	YNL034W	4	39	16	259
SSD	YDR461W	4	39	17	260
SSD	YNL145W	4	39	18	260
empty	empty	4	39	19	261
empty	empty	4	39	20	261
empty	empty	4	39	21	262
empty	empty	4	39	22	262
empty	empty	4	39	23	263
empty	empty	4	39	24	263
empty	empty	4	39	25	264
empty	empty	4	39	26	264
empty	empty	4	39	27	265
empty	empty	4	39	28	265
empty	empty	4	39	29	266
empty	empty	4	39	30	266
empty	empty	4	39	31	NA
empty	empty	4	39	32	NA
empty	empty	4	40	1	NA
empty	empty	4	40	2	NA
WGD	YGR136W	4	40	3	253
WGD	YPR154W	4	40	4	253
WGD	YBL075C	4	40	5	254
WGD	YER103W	4	40	6	254
WGD	YOR016C	4	40	7	255
WGD	YAL007C	4	40	8	255
WGD	YGR136W	4	40	9	256
WGD	YPR154W	4	40	10	256
SSD	YKL188C	4	40	11	257
SSD	YPL147W	4	40	12	257
WGD	YDR093W	4	40	13	258
WGD	YER166W	4	40	14	258
SSD	YNL018C	4	40	15	259
SSD	YNL034W	4	40	16	259
SSD	YDR461W	4	40	17	260
SSD	YNL145W	4	40	18	260
empty	empty	4	40	19	261
empty	empty	4	40	20	261
empty	empty	4	40	21	262
empty	empty	4	40	22	262
empty	empty	4	40	23	263
empty	empty	4	40	24	263
empty	empty	4	40	25	264
empty	empty	4	40	26	264
empty	empty	4	40	27	265
empty	empty	4	40	28	265
empty	empty	4	40	29	266
empty	empty	4	40	30	266
empty	empty	4	40	31	NA
empty	empty	4	40	32	NA
empty	empty	4	41	1	NA
empty	empty	4	41	2	NA
empty	empty	4	41	3	267
empty	empty	4	41	4	267
empty	empty	4	41	5	268
empty	empty	4	41	6	268
empty	empty	4	41	7	269
empty	empty	4	41	8	269
empty	empty	4	41	9	270
empty	empty	4	41	10	270
empty	empty	4	41	11	271
empty	empty	4	41	12	271
empty	empty	4	41	13	272
empty	empty	4	41	14	272
empty	empty	4	41	15	273
empty	empty	4	41	16	273
empty	empty	4	41	17	274
empty	empty	4	41	18	274
empty	empty	4	41	19	275
empty	empty	4	41	20	275
empty	empty	4	41	21	276
empty	empty	4	41	22	276
empty	empty	4	41	23	277
empty	empty	4	41	24	277
empty	empty	4	41	25	278
empty	empty	4	41	26	278
empty	empty	4	41	27	279
empty	empty	4	41	28	279
empty	empty	4	41	29	280
empty	empty	4	41	30	280
empty	empty	4	41	31	NA
empty	empty	4	41	32	NA
empty	empty	4	42	1	NA
empty	empty	4	42	2	NA
empty	empty	4	42	3	267
empty	empty	4	42	4	267
empty	empty	4	42	5	268
empty	empty	4	42	6	268
empty	empty	4	42	7	269
empty	empty	4	42	8	269
empty	empty	4	42	9	270
empty	empty	4	42	10	270
empty	empty	4	42	11	271
empty	empty	4	42	12	271
empty	empty	4	42	13	272
empty	empty	4	42	14	272
empty	empty	4	42	15	273
empty	empty	4	42	16	273
empty	empty	4	42	17	274
empty	empty	4	42	18	274
empty	empty	4	42	19	275
empty	empty	4	42	20	275
empty	empty	4	42	21	276
empty	empty	4	42	22	276
empty	empty	4	42	23	277
empty	empty	4	42	24	277
empty	empty	4	42	25	278
empty	empty	4	42	26	278
empty	empty	4	42	27	279
empty	empty	4	42	28	279
empty	empty	4	42	29	280
empty	empty	4	42	30	280
empty	empty	4	42	31	NA
empty	empty	4	42	32	NA
empty	empty	4	43	1	NA
empty	empty	4	43	2	NA
empty	empty	4	43	3	281
empty	empty	4	43	4	281
empty	empty	4	43	5	282
empty	empty	4	43	6	282
empty	empty	4	43	7	283
empty	empty	4	43	8	283
empty	empty	4	43	9	284
empty	empty	4	43	10	284
empty	empty	4	43	11	285
empty	empty	4	43	12	285
empty	empty	4	43	13	286
empty	empty	4	43	14	286
empty	empty	4	43	15	287
empty	empty	4	43	16	287
empty	empty	4	43	17	288
empty	empty	4	43	18	288
empty	empty	4	43	19	289
empty	empty	4	43	20	289
empty	empty	4	43	21	290
empty	empty	4	43	22	290
empty	empty	4	43	23	291
empty	empty	4	43	24	291
empty	empty	4	43	25	292
empty	empty	4	43	26	292
empty	empty	4	43	27	293
empty	empty	4	43	28	293
empty	empty	4	43	29	294
empty	empty	4	43	30	294
empty	empty	4	43	31	NA
empty	empty	4	43	32	NA
empty	empty	4	44	1	NA
empty	empty	4	44	2	NA
empty	empty	4	44	3	281
empty	empty	4	44	4	281
empty	empty	4	44	5	282
empty	empty	4	44	6	282
empty	empty	4	44	7	283
empty	empty	4	44	8	283
empty	empty	4	44	9	284
empty	empty	4	44	10	284
empty	empty	4	44	11	285
empty	empty	4	44	12	285
empty	empty	4	44	13	286
empty	empty	4	44	14	286
empty	empty	4	44	15	287
empty	empty	4	44	16	287
empty	empty	4	44	17	288
empty	empty	4	44	18	288
empty	empty	4	44	19	289
empty	empty	4	44	20	289
empty	empty	4	44	21	290
empty	empty	4	44	22	290
empty	empty	4	44	23	291
empty	empty	4	44	24	291
empty	empty	4	44	25	292
empty	empty	4	44	26	292
empty	empty	4	44	27	293
empty	empty	4	44	28	293
empty	empty	4	44	29	294
empty	empty	4	44	30	294
empty	empty	4	44	31	NA
empty	empty	4	44	32	NA
empty	empty	4	45	1	NA
empty	empty	4	45	2	NA
empty	empty	4	45	3	295
empty	empty	4	45	4	295
empty	empty	4	45	5	296
empty	empty	4	45	6	296
empty	empty	4	45	7	297
empty	empty	4	45	8	297
empty	empty	4	45	9	298
empty	empty	4	45	10	298
empty	empty	4	45	11	299
empty	empty	4	45	12	299
empty	empty	4	45	13	300
empty	empty	4	45	14	300
empty	empty	4	45	15	301
empty	empty	4	45	16	301
empty	empty	4	45	17	302
empty	empty	4	45	18	302
empty	empty	4	45	19	303
empty	empty	4	45	20	303
empty	empty	4	45	21	304
empty	empty	4	45	22	304
empty	empty	4	45	23	305
empty	empty	4	45	24	305
empty	empty	4	45	25	306
empty	empty	4	45	26	306
empty	empty	4	45	27	307
empty	empty	4	45	28	307
empty	empty	4	45	29	308
empty	empty	4	45	30	308
empty	empty	4	45	31	NA
empty	empty	4	45	32	NA
empty	empty	4	46	1	NA
empty	empty	4	46	2	NA
empty	empty	4	46	3	295
empty	empty	4	46	4	295
empty	empty	4	46	5	296
empty	empty	4	46	6	296
empty	empty	4	46	7	297
empty	empty	4	46	8	297
empty	empty	4	46	9	298
empty	empty	4	46	10	298
empty	empty	4	46	11	299
empty	empty	4	46	12	299
empty	empty	4	46	13	300
empty	empty	4	46	14	300
empty	empty	4	46	15	301
empty	empty	4	46	16	301
empty	empty	4	46	17	302
empty	empty	4	46	18	302
empty	empty	4	46	19	303
empty	empty	4	46	20	303
empty	empty	4	46	21	304
empty	empty	4	46	22	304
empty	empty	4	46	23	305
empty	empty	4	46	24	305
empty	empty	4	46	25	NA
empty	empty	4	46	26	NA
empty	empty	4	46	27	NA
empty	empty	4	46	28	NA
empty	empty	4	46	29	NA
empty	empty	4	46	30	NA
empty	empty	4	46	31	NA
empty	empty	4	46	32	NA
empty	empty	4	47	1	NA
empty	empty	4	47	2	NA
empty	empty	4	47	3	NA
empty	empty	4	47	4	NA
empty	empty	4	47	5	NA
empty	empty	4	47	6	NA
empty	empty	4	47	7	NA
empty	empty	4	47	8	NA
empty	empty	4	47	9	NA
empty	empty	4	47	10	NA
empty	empty	4	47	11	NA
empty	empty	4	47	12	NA
empty	empty	4	47	13	NA
empty	empty	4	47	14	NA
empty	empty	4	47	15	NA
empty	empty	4	47	16	NA
empty	empty	4	47	17	NA
empty	empty	4	47	18	NA
empty	empty	4	47	19	NA
empty	empty	4	47	20	NA
empty	empty	4	47	21	NA
empty	empty	4	47	22	NA
empty	empty	4	47	23	NA
empty	empty	4	47	24	NA
empty	empty	4	47	25	NA
empty	empty	4	47	26	NA
empty	empty	4	47	27	NA
empty	empty	4	47	28	NA
empty	empty	4	47	29	NA
empty	empty	4	47	30	NA
empty	empty	4	47	31	NA
empty	empty	4	47	32	NA
empty	empty	4	48	1	NA
empty	empty	4	48	2	NA
empty	empty	4	48	3	NA
empty	empty	4	48	4	NA
empty	empty	4	48	5	NA
empty	empty	4	48	6	NA
empty	empty	4	48	7	NA
empty	empty	4	48	8	NA
empty	empty	4	48	9	NA
empty	empty	4	48	10	NA
empty	empty	4	48	11	NA
empty	empty	4	48	12	NA
empty	empty	4	48	13	NA
empty	empty	4	48	14	NA
empty	empty	4	48	15	NA
empty	empty	4	48	16	NA
empty	empty	4	48	17	NA
empty	empty	4	48	18	NA
empty	empty	4	48	19	NA
empty	empty	4	48	20	NA
empty	empty	4	48	21	NA
empty	empty	4	48	22	NA
empty	empty	4	48	23	NA
empty	empty	4	48	24	NA
empty	empty	4	48	25	NA
empty	empty	4	48	26	NA
empty	empty	4	48	27	NA
empty	empty	4	48	28	NA
empty	empty	4	48	29	NA
empty	empty	4	48	30	NA
empty	empty	4	48	31	NA
empty	empty	4	48	32	NA
